time;minAirPressure;averageAirPressure;maxAirPressure;rainIntensity
"2021-01-16 04:00:00+01:00";991.6;991.75833333333;992;0
"2021-01-16 05:00:00+01:00";991.4;991.465;991.6;0
"2021-01-16 06:00:00+01:00";991.5;991.575;991.6;0
"2021-01-16 07:00:00+01:00";991.2;991.36166666667;991.6;0
"2021-01-16 08:00:00+01:00";991.1;991.18833333333;991.4;0
"2021-01-16 09:00:00+01:00";990.9;991.03166666667;991.1;0
"2021-01-16 10:00:00+01:00";990.9;991.08;991.2;0
"2021-01-16 11:00:00+01:00";990.4;990.66833333333;990.9;0
"2021-01-16 12:00:00+01:00";989.7;990.03166666667;990.4;0
"2021-01-16 13:00:00+01:00";989.2;989.44666666667;989.8;0
"2021-01-16 14:00:00+01:00";989;989.11833333333;989.2;0
"2021-01-16 15:00:00+01:00";988.8;988.925;989;0
"2021-01-16 16:00:00+01:00";988.8;989.00333333333;989.1;0
"2021-01-16 17:00:00+01:00";988.4;988.77166666667;989.1;0
"2021-01-16 18:00:00+01:00";987.2;987.89166666667;988.4;0
"2021-01-16 19:00:00+01:00";986.7;987.06166666667;987.4;0
"2021-01-16 20:00:00+01:00";986;986.52833333333;986.8;0
"2021-01-16 21:00:00+01:00";985.7;986.02166666667;986.2;0
"2021-01-16 22:00:00+01:00";985.5;985.63;985.8;0
"2021-01-16 23:00:00+01:00";984.8;985.36333333333;985.7;0
"2021-01-17 00:00:00+01:00";984.4;984.705;985.1;0
"2021-01-17 01:00:00+01:00";984.2;984.56333333333;984.9;0
"2021-01-17 02:00:00+01:00";984.9;985.01833333333;985.2;0
"2021-01-17 03:00:00+01:00";985.2;985.685;986;0
"2021-01-17 04:00:00+01:00";985.9;986.37;986.7;0
"2021-01-17 05:00:00+01:00";986.7;986.925;987.3;0
"2021-01-17 06:00:00+01:00";987.3;987.75333333333;988.1;0
"2021-01-17 07:00:00+01:00";988.1;988.455;988.8;0
"2021-01-17 08:00:00+01:00";988.8;989.25333333333;989.5;0
"2021-01-17 09:00:00+01:00";989.5;989.74166666667;990.2;0
"2021-01-17 10:00:00+01:00";990.2;990.52666666667;990.8;0
"2021-01-17 11:00:00+01:00";990.8;990.96333333333;991.1;0
"2021-01-17 12:00:00+01:00";991;991.08333333333;991.2;0
"2021-01-17 13:00:00+01:00";991;991.17166666667;991.4;0
"2021-01-17 14:00:00+01:00";991.4;991.66833333333;992;0
"2021-01-17 15:00:00+01:00";991.9;992.16666666667;992.3;0
"2021-01-17 16:00:00+01:00";992.3;992.53166666667;992.8;0
"2021-01-17 17:00:00+01:00";992.8;993.125;993.4;0
"2021-01-17 18:00:00+01:00";993.4;993.67833333333;994;0
"2021-01-17 19:00:00+01:00";993.7;993.90666666667;994.2;0
