areaCode,areaName,areaType,date,cumCasesByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate,cumReinfectionsBySpecimenDateRate,cumTestsByPublishDate,cumVirusTestsByPublishDate
K02000001,United Kingdom,overview,2020-06-15,296857,,0.1,5552801,4908133
K02000001,United Kingdom,overview,2020-06-14,295889,,0.1,5449760,4836114
K02000001,United Kingdom,overview,2020-06-13,294375,,0.1,5364875,4766287
K02000001,United Kingdom,overview,2020-06-12,292950,,0.1,5241174,4666985
K02000001,United Kingdom,overview,2020-06-11,291409,,0.1,5092695,4567668
K02000001,United Kingdom,overview,2020-06-10,290143,,0.1,4941550,4464303
K02000001,United Kingdom,overview,2020-06-09,289140,,0.1,4795468,4363174
K02000001,United Kingdom,overview,2020-06-08,287399,,0.1,4662107,4267852
K02000001,United Kingdom,overview,2020-06-07,286194,,0.1,4527480,4161559
K02000001,United Kingdom,overview,2020-06-06,284868,,0.1,4422335,4074903
K02000001,United Kingdom,overview,2020-06-05,283311,,0.1,4304282,3981633
K02000001,United Kingdom,overview,2020-06-04,281661,,0.1,4157311,3878859
K02000001,United Kingdom,overview,2020-06-03,279856,,0.1,4011931,3779813
K02000001,United Kingdom,overview,2020-06-02,277985,,0.1,3869621,3677945
K02000001,United Kingdom,overview,2020-06-01,276332,,0.1,3739808,3584937
K02000001,United Kingdom,overview,2020-05-31,274762,,,3638278,3514218
K02000001,United Kingdom,overview,2020-05-30,272826,,,3466338,3431582
K02000001,United Kingdom,overview,2020-05-29,271222,,,3368948,3334712
K02000001,United Kingdom,overview,2020-05-28,269127,,,3262396,3229386
K02000001,United Kingdom,overview,2020-05-27,267240,,,3159661,3128416
K02000001,United Kingdom,overview,2020-05-26,265227,,,3076645,3045856
K02000001,United Kingdom,overview,2020-05-25,261184,,,2998370,2967818
K02000001,United Kingdom,overview,2020-05-24,259559,,,2849932,2818482
K02000001,United Kingdom,overview,2020-05-23,257154,,,2790296,2760287
K02000001,United Kingdom,overview,2020-05-22,254195,,,2697987,2668906
K02000001,United Kingdom,overview,2020-05-21,250908,,,2605843,2577926
K02000001,United Kingdom,overview,2020-05-20,248293,,,2497915,2472163
K02000001,United Kingdom,overview,2020-05-19,248818,,,2410097,2385467
K02000001,United Kingdom,overview,2020-05-18,246406,,,2330252,2307413
K02000001,United Kingdom,overview,2020-05-17,243723,,,2257668,2235728
K02000001,United Kingdom,overview,2020-05-16,240161,,,2175527,2154515
K02000001,United Kingdom,overview,2020-05-15,236711,,,2082174,2063966
K02000001,United Kingdom,overview,2020-05-14,233151,,,1986193,1973920
K02000001,United Kingdom,overview,2020-05-13,229705,,,1901014,1888251
K02000001,United Kingdom,overview,2020-05-12,226463,,,1816848,1804714
K02000001,United Kingdom,overview,2020-05-11,223060,,,1741989,1729748
K02000001,United Kingdom,overview,2020-05-10,219183,,,1671546,1657689
K02000001,United Kingdom,overview,2020-05-09,215260,,,1594604,1581586
K02000001,United Kingdom,overview,2020-05-08,211364,,,1517402,1504757
K02000001,United Kingdom,overview,2020-05-07,206715,,,1439506,1427375
K02000001,United Kingdom,overview,2020-05-06,201101,,,1360595,1349757
K02000001,United Kingdom,overview,2020-05-05,194990,,,1283443,1272905
K02000001,United Kingdom,overview,2020-05-04,190584,,,1220764,1210689
K02000001,United Kingdom,overview,2020-05-03,186599,,,1140726,1130447
K02000001,United Kingdom,overview,2020-05-02,182260,,,1071909,1062472
K02000001,United Kingdom,overview,2020-05-01,177454,,,1008348,999063
K02000001,United Kingdom,overview,2020-04-30,171253,,,933455,924908
K02000001,United Kingdom,overview,2020-04-29,165221,,,849296,841345
K02000001,United Kingdom,overview,2020-04-28,161145,,,780366,775437
K02000001,United Kingdom,overview,2020-04-27,157149,,,734860,730173
K02000001,United Kingdom,overview,2020-04-26,152840,,,701460,697837
K02000001,United Kingdom,overview,2020-04-25,148377,,,669850,666287
K02000001,United Kingdom,overview,2020-04-24,143464,,,640792,637278
K02000001,United Kingdom,overview,2020-04-23,138078,,,612031,609133
K02000001,United Kingdom,overview,2020-04-22,133495,,,583496,580698
K02000001,United Kingdom,overview,2020-04-21,129044,,,559935,557544
K02000001,United Kingdom,overview,2020-04-20,124743,,,537121,534757
K02000001,United Kingdom,overview,2020-04-19,120067,,,501379,
K02000001,United Kingdom,overview,2020-04-18,114217,,,482063,
K02000001,United Kingdom,overview,2020-04-17,108692,,,460437,
K02000001,United Kingdom,overview,2020-04-16,103093,,,438991,
K02000001,United Kingdom,overview,2020-04-15,98476,,,417649,
K02000001,United Kingdom,overview,2020-04-14,93873,,,398916,
K02000001,United Kingdom,overview,2020-04-13,88621,,,382650,
K02000001,United Kingdom,overview,2020-04-12,84279,,,367667,
K02000001,United Kingdom,overview,2020-04-11,78991,,,352974,
K02000001,United Kingdom,overview,2020-04-10,73758,,,334974,
K02000001,United Kingdom,overview,2020-04-09,68052,,,316836,
K02000001,United Kingdom,overview,2020-04-08,63377,,,298169,
K02000001,United Kingdom,overview,2020-04-07,57512,,,281726,
K02000001,United Kingdom,overview,2020-04-06,53624,,,267303,
K02000001,United Kingdom,overview,2020-04-05,49481,,,252896,
K02000001,United Kingdom,overview,2020-04-04,43282,,,239658,
K02000001,United Kingdom,overview,2020-04-03,39282,,,223578,
K02000001,United Kingdom,overview,2020-04-02,34610,,,182352,
K02000001,United Kingdom,overview,2020-04-01,30088,,,167237,
K02000001,United Kingdom,overview,2020-03-31,25521,,,155174,
K02000001,United Kingdom,overview,2020-03-30,22271,,,,
K02000001,United Kingdom,overview,2020-03-29,19606,,,,
K02000001,United Kingdom,overview,2020-03-28,17104,,,,
K02000001,United Kingdom,overview,2020-03-27,14548,,,,
K02000001,United Kingdom,overview,2020-03-26,11658,,,,
K02000001,United Kingdom,overview,2020-03-25,9529,,,,
K02000001,United Kingdom,overview,2020-03-24,8077,,,,
K02000001,United Kingdom,overview,2020-03-23,6650,,,,
K02000001,United Kingdom,overview,2020-03-22,5683,,,,
K02000001,United Kingdom,overview,2020-03-21,5018,,,,
K02000001,United Kingdom,overview,2020-03-20,3983,,,,
K02000001,United Kingdom,overview,2020-03-19,3269,,,,
K02000001,United Kingdom,overview,2020-03-18,2626,,,,
K02000001,United Kingdom,overview,2020-03-17,1950,,,,
K02000001,United Kingdom,overview,2020-03-16,1543,,,,
K02000001,United Kingdom,overview,2020-03-15,1391,,,,
K02000001,United Kingdom,overview,2020-03-14,1061,,,,
K02000001,United Kingdom,overview,2020-03-13,797,,,,
K02000001,United Kingdom,overview,2020-03-12,590,,,,
K02000001,United Kingdom,overview,2020-03-11,456,,,,
K02000001,United Kingdom,overview,2020-03-10,373,,,,
K02000001,United Kingdom,overview,2020-03-09,321,,,,
K02000001,United Kingdom,overview,2020-03-08,271,,,,
K02000001,United Kingdom,overview,2020-03-07,206,,,,
K02000001,United Kingdom,overview,2020-03-06,160,,,,
K02000001,United Kingdom,overview,2020-03-05,114,,,,
K02000001,United Kingdom,overview,2020-03-04,85,,,,
K02000001,United Kingdom,overview,2020-03-03,51,,,,
K02000001,United Kingdom,overview,2020-03-02,40,,,,
K02000001,United Kingdom,overview,2020-03-01,35,,,,
K02000001,United Kingdom,overview,2020-02-29,23,,,,
K02000001,United Kingdom,overview,2020-02-28,19,,,,
K02000001,United Kingdom,overview,2020-02-27,13,,,,
K02000001,United Kingdom,overview,2020-02-26,13,,,,
K02000001,United Kingdom,overview,2020-02-25,13,,,,
K02000001,United Kingdom,overview,2020-02-24,13,,,,
K02000001,United Kingdom,overview,2020-02-23,9,,,,
K02000001,United Kingdom,overview,2020-02-22,9,,,,
K02000001,United Kingdom,overview,2020-02-21,9,,,,
K02000001,United Kingdom,overview,2020-02-20,9,,,,
K02000001,United Kingdom,overview,2020-02-19,9,,,,
K02000001,United Kingdom,overview,2020-02-18,9,,,,
K02000001,United Kingdom,overview,2020-02-17,9,,,,
K02000001,United Kingdom,overview,2020-02-16,9,,,,
K02000001,United Kingdom,overview,2020-02-15,9,,,,
K02000001,United Kingdom,overview,2020-02-14,9,,,,
K02000001,United Kingdom,overview,2020-02-13,9,,,,
K02000001,United Kingdom,overview,2020-02-12,8,,,,
K02000001,United Kingdom,overview,2020-02-11,8,,,,
K02000001,United Kingdom,overview,2020-02-10,8,,,,
K02000001,United Kingdom,overview,2020-02-09,4,,,,
K02000001,United Kingdom,overview,2020-02-08,3,,,,
K02000001,United Kingdom,overview,2020-02-07,3,,,,
K02000001,United Kingdom,overview,2020-02-06,3,,,,
K02000001,United Kingdom,overview,2020-02-05,2,,,,
K02000001,United Kingdom,overview,2020-02-04,2,,,,
K02000001,United Kingdom,overview,2020-02-03,2,,,,
K02000001,United Kingdom,overview,2020-02-02,2,,,,
K02000001,United Kingdom,overview,2020-02-01,2,,,,
K02000001,United Kingdom,overview,2020-01-31,2,,,,
